Fecha,Temperatura_C,Voltaje_V,Eficiencia_%,Alarma
2025-06-10,73.1,225.9,88.73,error: compile error
2025-06-08,74.4,216.7,90.13,error: compile error
2025-06-02,69.3,231.6,94.03,error: compile error
2025-06-07,63.9,218.4,76.82,error: compile error
2025-06-07,64.2,203.4,88.11,error: compile error
2025-06-09,62.6,222.7,94.39,error: compile error
2025-06-12,60.6,207.5,78.17,error: compile error
2025-06-13,70.9,211.2,86.32,error: compile error
2025-06-02,68.9,208.6,76.11,error: compile error
2025-06-09,64.0,215.3,85.35,error: compile error
2025-06-05,60.9,232.9,93.89,error: compile error
2025-06-05,69.3,232.7,77.14,error: compile error
2025-06-07,60.6,201.6,73.68,error: compile error
2025-06-05,61.6,218.8,73.79,error: compile error
2025-06-04,69.0,205.2,91.8,error: compile error
2025-06-12,68.6,214.8,88.11,error: compile error
2025-06-06,61.9,228.1,75.45,error: compile error
2025-06-09,65.3,220.3,71.47,error: compile error
2025-06-10,71.2,239.5,88.75,error: compile error
2025-06-09,69.2,227.1,80.38,error: compile error
2025-06-09,72.3,220.8,81.41,error: compile error
2025-06-05,68.6,216.7,85.62,error: compile error
2025-06-04,77.1,218.8,72.75,error: compile error
2025-06-10,65.0,213.4,72.05,error: compile error
2025-06-02,74.8,215.7,91.53,error: compile error
2025-06-16,66.6,233.1,94.43,error: compile error
2025-06-12,63.4,237.5,90.77,error: compile error
2025-06-01,79.7,228.6,72.8,error: compile error
2025-06-03,73.5,220.8,78.61,error: compile error
2025-06-12,78.5,211.6,84.97,error: compile error
2025-06-13,76.0,223.0,73.29,error: compile error
2025-06-01,67.9,201.0,78.28,error: compile error
2025-06-03,77.1,235.6,81.22,error: compile error
2025-06-15,72.9,230.3,71.65,error: compile error
2025-06-17,63.7,226.9,91.61,error: compile error
2025-06-14,69.2,214.2,79.92,error: compile error
2025-06-04,64.0,235.6,84.19,error: compile error
2025-06-09,68.3,222.8,90.56,error: compile error
2025-06-03,65.6,235.1,72.28,error: compile error
2025-06-11,63.8,206.1,88.18,error: compile error
2025-06-16,69.0,205.0,84.89,error: compile error
2025-06-01,73.1,220.7,83.2,error: compile error
2025-06-13,71.8,239.1,79.42,error: compile error
2025-06-09,71.4,217.5,79.27,error: compile error
2025-06-07,76.2,212.2,89.38,error: compile error
2025-06-06,64.1,224.0,87.83,error: compile error
2025-06-16,62.6,227.2,89.56,error: compile error
2025-06-13,69.1,208.8,80.39,error: compile error
2025-06-03,73.0,213.2,81.18,error: compile error
2025-06-04,77.1,237.7,92.57,error: compile error
2025-06-08,66.5,208.7,80.19,error: compile error
2025-06-01,69.0,233.4,85.66,error: compile error
2025-06-03,68.1,214.4,72.31,error: compile error
2025-06-14,68.4,225.8,70.36,error: compile error
2025-06-02,62.8,233.7,88.64,error: compile error
2025-06-01,62.2,212.2,75.32,error: compile error
2025-06-01,66.3,221.7,72.9,error: compile error
2025-06-03,60.1,226.4,70.84,error: compile error
2025-06-16,67.3,238.0,93.09,error: compile error
2025-06-11,65.6,203.8,87.09,error: compile error
2025-06-08,71.6,231.7,71.16,error: compile error
2025-06-05,68.1,212.4,72.49,error: compile error
2025-06-17,62.0,228.1,73.67,error: compile error
2025-06-15,79.2,200.7,79.16,error: compile error
2025-06-12,61.3,222.3,79.95,error: compile error
2025-06-04,77.3,227.4,73.42,error: compile error
2025-06-12,77.2,225.9,80.27,error: compile error
2025-06-15,64.3,232.9,71.87,error: compile error
2025-06-06,61.0,231.7,74.45,error: compile error
2025-06-06,62.4,231.8,76.53,error: compile error
2025-06-09,65.8,215.2,94.86,error: compile error
2025-06-16,62.5,227.4,75.68,error: compile error
2025-06-09,72.9,209.4,77.46,error: compile error
2025-06-11,64.2,211.3,74.02,error: compile error
2025-06-06,73.2,239.5,71.41,error: compile error
2025-06-03,73.2,201.6,87.85,error: compile error
2025-06-04,79.4,219.6,80.61,error: compile error
2025-06-14,73.0,210.0,80.41,error: compile error
2025-06-12,71.3,234.7,75.52,error: compile error
2025-06-01,72.0,202.4,87.01,error: compile error
2025-06-02,67.4,203.0,84.7,error: compile error
2025-06-11,79.8,219.8,70.18,error: compile error
2025-06-07,66.7,200.6,84.6,error: compile error
2025-06-12,76.0,228.9,83.36,error: compile error
2025-06-06,79.9,208.7,77.09,error: compile error
2025-06-15,72.7,200.7,85.73,error: compile error
2025-06-03,63.9,226.5,90.0,error: compile error
2025-06-02,63.6,223.4,71.64,error: compile error
2025-06-04,74.5,230.0,84.3,error: compile error
2025-06-06,75.2,237.6,86.6,error: compile error
2025-06-01,66.7,210.6,75.87,error: compile error
2025-06-14,65.1,221.2,78.25,error: compile error
2025-06-03,77.3,223.2,80.24,error: compile error
2025-06-14,66.3,212.9,78.34,error: compile error
2025-06-06,70.7,221.0,81.39,error: compile error
2025-06-09,72.6,202.6,84.61,error: compile error
2025-06-09,73.4,236.0,89.68,error: compile error
2025-06-10,74.1,201.7,89.39,error: compile error
2025-06-07,76.6,222.4,89.47,error: compile error
2025-06-03,61.0,220.2,78.77,error: compile error
2025-06-16,72.0,213.8,84.11,error: compile error
2025-06-03,63.7,239.0,84.91,error: compile error
2025-06-17,62.7,235.4,79.86,error: compile error
2025-06-09,79.6,209.9,84.34,error: compile error
2025-06-12,60.5,225.1,83.49,error: compile error
2025-06-07,63.2,207.8,82.31,error: compile error
2025-06-04,75.7,211.0,91.88,error: compile error
2025-06-13,66.7,228.0,85.85,error: compile error
2025-06-10,61.5,238.1,84.63,error: compile error
2025-06-06,63.9,217.2,75.58,error: compile error
2025-06-09,63.4,218.1,72.89,error: compile error
2025-06-14,65.8,218.0,75.15,error: compile error
2025-06-05,65.1,208.5,92.11,error: compile error
2025-06-05,62.8,211.9,90.06,error: compile error
2025-06-03,61.4,215.7,83.57,error: compile error
2025-06-16,65.1,237.1,80.36,error: compile error
2025-06-07,73.8,219.0,71.67,error: compile error
2025-06-09,71.4,220.2,79.17,error: compile error
2025-06-13,65.4,218.8,73.64,error: compile error
2025-06-11,75.9,212.8,84.89,error: compile error
2025-06-12,69.8,231.1,88.84,error: compile error
2025-06-17,66.0,236.5,92.76,error: compile error
2025-06-08,66.5,202.3,82.65,error: compile error
2025-06-13,77.4,226.4,91.13,error: compile error
2025-06-09,79.0,207.6,82.91,error: compile error
2025-06-04,75.5,239.1,70.37,error: compile error
2025-06-05,71.6,207.0,94.45,error: compile error
2025-06-09,67.7,209.9,92.36,error: compile error
2025-06-02,71.4,215.5,85.0,error: compile error
2025-06-14,73.3,233.3,85.39,error: compile error
2025-06-17,79.6,203.1,76.57,error: compile error
2025-06-17,79.1,238.2,74.61,error: compile error
2025-06-08,71.4,224.7,83.43,error: compile error
2025-06-04,65.6,229.1,72.82,error: compile error
2025-06-10,69.4,234.6,74.68,error: compile error
2025-06-06,65.7,209.4,87.42,error: compile error
2025-06-14,73.6,220.3,85.97,error: compile error
2025-06-10,72.2,213.2,77.35,error: compile error
2025-06-13,64.7,222.3,82.02,error: compile error
2025-06-06,79.7,201.4,88.73,error: compile error
2025-06-02,66.7,203.2,88.48,error: compile error
2025-06-08,63.0,211.4,74.81,error: compile error
2025-06-09,73.4,237.4,92.52,error: compile error
2025-06-14,65.9,217.6,75.48,error: compile error
2025-06-16,67.6,232.5,76.01,error: compile error
2025-06-08,63.0,222.0,90.53,error: compile error
2025-06-17,74.2,228.5,75.21,error: compile error
2025-06-10,75.3,206.5,82.62,error: compile error
2025-06-10,68.9,226.3,91.08,error: compile error
2025-06-15,65.1,238.0,75.4,error: compile error
2025-06-07,69.0,224.4,73.87,error: compile error
2025-06-11,73.1,217.3,89.42,error: compile error
2025-06-16,62.7,200.1,82.76,error: compile error
2025-06-16,73.4,200.8,78.63,error: compile error
2025-06-16,76.6,215.7,85.52,error: compile error
2025-06-14,71.9,235.6,76.36,error: compile error
2025-06-01,77.2,215.7,77.07,error: compile error
2025-06-08,76.5,211.0,88.29,error: compile error
2025-06-05,64.5,228.4,87.59,error: compile error
2025-06-01,61.2,208.2,86.72,error: compile error
2025-06-15,73.0,233.9,94.51,error: compile error
2025-06-12,62.8,201.9,84.02,error: compile error
2025-06-04,63.9,208.7,93.54,error: compile error
2025-06-12,73.5,204.6,74.04,error: compile error
2025-06-04,74.6,201.9,78.85,error: compile error
2025-06-17,77.0,213.2,74.54,error: compile error
2025-06-17,70.2,235.9,81.28,error: compile error
2025-06-04,74.6,231.5,89.42,error: compile error
2025-06-08,71.4,221.0,76.73,error: compile error
2025-06-11,77.2,219.3,91.83,error: compile error
2025-06-02,74.8,237.3,84.14,error: compile error
2025-06-12,77.5,221.9,80.26,error: compile error
2025-06-03,72.4,223.0,85.77,error: compile error
2025-06-04,66.3,234.5,89.01,error: compile error
2025-06-17,60.7,207.4,94.7,error: compile error
2025-06-09,77.9,221.2,88.27,error: compile error
2025-06-08,64.2,222.9,90.01,error: compile error
2025-06-05,78.6,205.2,81.18,error: compile error
2025-06-05,67.2,227.5,76.5,error: compile error
2025-06-03,71.7,233.5,85.7,error: compile error
2025-06-07,63.1,217.7,89.94,error: compile error
2025-06-11,74.5,239.8,93.27,error: compile error
2025-06-16,64.5,210.0,70.72,error: compile error
2025-06-12,75.8,229.7,93.08,error: compile error
2025-06-16,75.6,218.7,79.61,error: compile error
2025-06-17,63.8,227.6,92.08,error: compile error
2025-06-06,66.2,205.4,72.48,error: compile error
2025-06-16,67.3,211.9,73.69,error: compile error
2025-06-14,63.5,217.3,85.1,error: compile error
2025-06-08,63.0,205.4,79.1,error: compile error
2025-06-07,75.4,213.5,77.72,error: compile error
2025-06-04,63.9,210.5,73.67,error: compile error
2025-06-05,71.3,233.7,73.16,error: compile error
2025-06-10,69.9,200.9,70.47,error: compile error
2025-06-01,70.0,227.7,90.61,error: compile error
2025-06-11,76.8,211.6,74.16,error: compile error
2025-06-01,77.8,233.8,90.99,error: compile error
2025-06-14,66.1,215.0,87.8,error: compile error
2025-06-04,74.5,229.7,85.07,error: compile error
2025-06-07,65.0,227.4,82.78,error: compile error
2025-06-06,72.4,219.2,80.11,error: compile error
2025-06-07,62.9,216.3,88.46,error: compile error
2025-06-04,78.5,215.3,72.31,error: compile error
2025-06-11,73.3,237.4,91.1,error: compile error
2025-06-10,73.6,227.8,75.2,error: compile error
2025-06-06,76.6,225.4,80.63,error: compile error
2025-06-08,75.9,212.8,70.73,error: compile error
2025-06-09,68.3,232.2,90.11,error: compile error
2025-06-07,74.5,200.3,75.04,error: compile error
2025-06-09,71.5,237.8,90.19,error: compile error
2025-06-13,68.5,205.3,86.86,error: compile error
2025-06-09,71.4,201.5,89.85,error: compile error
2025-06-13,69.4,235.3,81.53,error: compile error
2025-06-07,62.7,216.6,71.31,error: compile error
2025-06-12,74.2,211.1,85.92,error: compile error
2025-06-10,78.2,210.9,85.27,error: compile error
2025-06-04,68.2,208.1,85.45,error: compile error
2025-06-08,71.7,238.1,91.31,error: compile error
2025-06-09,76.1,233.8,70.7,error: compile error
2025-06-13,76.6,212.9,80.29,error: compile error
2025-06-01,75.8,215.4,84.06,error: compile error
2025-06-09,60.6,202.9,83.5,error: compile error
2025-06-07,63.4,212.5,93.21,error: compile error
2025-06-13,67.2,224.0,79.55,error: compile error
2025-06-04,79.7,222.1,71.02,error: compile error
2025-06-02,69.8,238.1,76.26,error: compile error
2025-06-12,60.7,228.3,81.8,error: compile error
2025-06-12,72.5,236.0,70.74,error: compile error
2025-06-15,66.7,218.7,87.7,error: compile error
2025-06-14,60.6,222.4,77.1,error: compile error
2025-06-02,76.6,213.7,90.68,error: compile error
2025-06-01,68.4,235.4,85.97,error: compile error
2025-06-09,64.5,234.9,77.22,error: compile error
2025-06-09,79.9,239.9,88.53,error: compile error
2025-06-04,74.6,231.0,74.01,error: compile error
2025-06-01,68.0,235.9,85.71,error: compile error
2025-06-02,68.8,228.1,90.77,error: compile error
2025-06-06,73.9,201.7,82.01,error: compile error
2025-06-15,78.6,212.5,94.44,error: compile error
2025-06-12,71.9,235.5,73.03,error: compile error
2025-06-16,60.0,226.7,71.83,error: compile error
2025-06-17,64.5,237.5,82.93,error: compile error
2025-06-05,73.9,200.0,71.76,error: compile error
2025-06-01,71.1,211.3,91.15,error: compile error
2025-06-13,79.9,236.9,94.62,error: compile error
2025-06-01,65.4,215.0,86.3,error: compile error
2025-06-01,63.3,220.7,78.58,error: compile error
2025-06-14,71.4,239.5,76.09,error: compile error
2025-06-07,69.7,220.9,82.62,error: compile error
2025-06-03,64.1,206.2,76.94,error: compile error
2025-06-15,77.2,233.3,79.36,error: compile error
2025-06-05,78.2,223.9,76.19,error: compile error
2025-06-04,79.2,217.4,86.68,error: compile error
2025-06-06,72.8,226.7,78.36,error: compile error
2025-06-06,60.7,205.9,82.04,error: compile error
2025-06-01,61.0,225.3,90.61,error: compile error
2025-06-02,77.5,218.1,72.34,error: compile error
2025-06-08,67.2,223.7,91.77,error: compile error
2025-06-06,61.9,238.9,89.32,error: compile error
2025-06-12,78.9,219.8,79.25,error: compile error
2025-06-13,69.6,222.7,90.91,error: compile error
2025-06-03,70.9,209.9,76.52,error: compile error
2025-06-07,78.7,209.8,81.16,error: compile error
2025-06-11,74.6,224.9,83.01,error: compile error
2025-06-05,77.9,205.5,72.22,error: compile error
2025-06-17,66.7,207.0,74.27,error: compile error
2025-06-09,69.7,238.8,91.81,error: compile error
2025-06-14,67.4,226.8,84.26,error: compile error
2025-06-11,69.1,210.9,77.47,error: compile error
2025-06-12,74.2,220.7,88.11,error: compile error
2025-06-04,72.4,208.3,83.52,error: compile error
2025-06-16,64.9,224.8,87.3,error: compile error
2025-06-01,68.3,200.0,78.16,error: compile error
2025-06-02,74.3,217.5,81.6,error: compile error
2025-06-12,73.2,228.5,76.7,error: compile error
2025-06-11,78.3,214.8,86.55,error: compile error
2025-06-17,63.8,208.3,94.76,error: compile error
2025-06-04,62.8,225.6,91.15,error: compile error
2025-06-15,72.2,236.7,71.08,error: compile error
2025-06-15,60.2,203.7,72.13,error: compile error
2025-06-06,60.0,205.8,93.52,error: compile error
2025-06-15,63.8,233.5,93.23,error: compile error
2025-06-06,78.1,213.9,85.46,error: compile error
2025-06-15,79.8,205.7,91.85,error: compile error
2025-06-08,61.6,215.8,84.28,error: compile error
2025-06-16,67.6,234.0,88.6,error: compile error
2025-06-15,61.9,218.0,72.01,error: compile error
2025-06-17,63.0,200.2,90.79,error: compile error
2025-06-04,76.6,232.5,82.42,error: compile error
2025-06-16,63.2,219.9,81.55,error: compile error
2025-06-04,62.0,235.4,90.02,error: compile error
2025-06-10,76.4,203.6,79.91,error: compile error
2025-06-15,60.8,208.9,77.98,error: compile error
2025-06-14,79.2,228.3,94.77,error: compile error
2025-06-15,71.9,209.4,91.75,error: compile error
2025-06-13,62.1,208.3,78.22,error: compile error
2025-06-04,73.4,222.3,80.13,error: compile error
2025-06-07,74.8,236.4,90.29,error: compile error
2025-06-02,64.9,224.4,82.82,error: compile error
2025-06-02,67.1,207.7,70.27,error: compile error
2025-06-06,69.0,203.4,78.51,error: compile error
2025-06-03,65.3,205.6,75.01,error: compile error
2025-06-03,62.1,200.3,79.9,error: compile error
2025-06-05,60.3,231.1,71.2,error: compile error
2025-06-01,69.0,232.8,72.29,error: compile error
2025-06-11,73.6,202.6,87.44,error: compile error
2025-06-06,67.0,216.4,78.59,error: compile error
2025-06-10,68.7,237.5,94.57,error: compile error
2025-06-10,64.0,222.6,86.18,error: compile error
2025-06-05,76.1,230.7,78.03,error: compile error
2025-06-09,61.3,230.3,75.36,error: compile error
2025-06-08,66.7,225.8,71.34,error: compile error
2025-06-03,61.0,203.6,72.48,error: compile error
2025-06-11,74.9,223.8,91.88,error: compile error
2025-06-02,69.2,216.4,90.72,error: compile error
2025-06-09,62.4,211.2,71.23,error: compile error
2025-06-14,73.0,201.7,91.1,error: compile error
2025-06-13,72.6,202.9,88.54,error: compile error
2025-06-15,65.7,236.0,83.2,error: compile error
2025-06-03,80.0,221.5,73.55,error: compile error
2025-06-08,74.0,203.3,73.78,error: compile error
2025-06-04,71.6,219.3,82.38,error: compile error
2025-06-02,63.5,238.8,92.69,error: compile error
2025-06-10,65.7,202.8,75.75,error: compile error
2025-06-06,72.0,229.0,74.89,error: compile error
2025-06-12,69.2,239.9,80.05,error: compile error
2025-06-12,72.3,215.0,93.38,error: compile error
2025-06-01,65.2,232.7,73.57,error: compile error
2025-06-09,68.6,239.2,88.47,error: compile error
2025-06-13,77.1,224.5,81.49,error: compile error
2025-06-15,75.3,208.4,76.49,error: compile error
2025-06-02,78.2,219.0,75.54,error: compile error
2025-06-03,78.5,208.9,73.92,error: compile error
2025-06-15,77.9,226.7,76.79,error: compile error
2025-06-05,79.2,214.2,87.19,error: compile error
2025-06-12,66.2,225.9,73.2,error: compile error
2025-06-09,75.6,206.2,73.45,error: compile error
2025-06-13,71.4,214.9,79.84,error: compile error
2025-06-17,75.1,227.2,73.59,error: compile error
2025-06-09,66.8,202.8,74.06,error: compile error
2025-06-12,66.5,230.7,88.83,error: compile error
2025-06-11,60.3,228.3,84.21,error: compile error
2025-06-07,77.1,227.5,86.82,error: compile error
2025-06-05,77.8,204.4,90.58,error: compile error
2025-06-04,78.6,220.3,80.01,error: compile error
2025-06-02,67.4,232.1,70.18,error: compile error
2025-06-02,62.6,221.2,83.53,error: compile error
2025-06-01,76.2,222.5,83.78,error: compile error
2025-06-07,77.2,214.1,72.9,error: compile error
2025-06-16,63.1,222.6,79.25,error: compile error
2025-06-16,66.4,226.3,85.87,error: compile error
2025-06-10,67.0,236.7,70.64,error: compile error
2025-06-07,74.0,238.8,82.71,error: compile error
2025-06-13,64.8,234.1,84.35,error: compile error
2025-06-03,77.2,220.2,92.18,error: compile error
2025-06-04,79.0,235.7,79.37,error: compile error
2025-06-09,77.8,238.0,72.79,error: compile error
2025-06-08,79.6,215.0,73.92,error: compile error
2025-06-12,65.4,230.9,88.09,error: compile error
2025-06-09,64.1,227.2,87.24,error: compile error
2025-06-06,74.2,229.2,78.26,error: compile error
2025-06-01,75.3,218.9,77.28,error: compile error
2025-06-09,77.1,238.1,85.79,error: compile error
2025-06-03,67.3,208.7,73.77,error: compile error
2025-06-11,74.1,216.4,71.53,error: compile error
2025-06-10,79.4,232.8,77.75,error: compile error
2025-06-15,74.2,210.2,94.81,error: compile error
2025-06-08,69.0,217.5,90.38,error: compile error
2025-06-09,68.9,221.0,90.98,error: compile error
2025-06-01,76.6,207.5,71.62,error: compile error
2025-06-17,75.6,202.5,83.56,error: compile error
2025-06-14,66.8,232.5,78.26,error: compile error
2025-06-04,72.5,213.0,78.13,error: compile error
2025-06-02,67.4,226.7,84.18,error: compile error
2025-06-17,70.6,228.7,87.64,error: compile error
2025-06-07,62.9,219.2,93.64,error: compile error
2025-06-16,77.0,240.0,77.1,error: compile error
2025-06-09,76.6,212.2,81.72,error: compile error
2025-06-01,69.1,203.7,85.54,error: compile error
2025-06-07,76.7,223.8,86.34,error: compile error
2025-06-17,74.9,233.8,78.27,error: compile error
2025-06-11,69.7,223.0,89.66,error: compile error
2025-06-08,73.8,215.5,89.76,error: compile error
2025-06-16,61.4,239.4,83.01,error: compile error
2025-06-06,74.7,220.6,72.7,error: compile error
2025-06-01,72.5,221.3,93.35,error: compile error
2025-06-12,64.0,203.9,70.64,error: compile error
2025-06-01,72.6,231.2,89.02,error: compile error
2025-06-01,76.2,228.8,78.61,error: compile error
2025-06-07,77.2,229.6,89.62,error: compile error
2025-06-13,60.8,208.8,93.83,error: compile error
2025-06-16,68.0,219.8,76.09,error: compile error
2025-06-06,65.9,202.5,70.02,error: compile error
2025-06-10,71.5,237.6,80.83,error: compile error
2025-06-01,74.2,232.4,91.95,error: compile error
2025-06-10,71.2,234.7,86.74,error: compile error
2025-06-08,65.1,217.3,85.39,error: compile error
2025-06-09,75.7,209.8,79.38,error: compile error
2025-06-10,78.6,236.2,84.02,error: compile error
2025-06-02,64.0,206.6,84.75,error: compile error
2025-06-16,76.8,231.2,76.29,error: compile error
2025-06-05,71.6,212.0,84.97,error: compile error
2025-06-06,66.0,201.7,83.44,error: compile error
2025-06-03,68.3,238.1,85.93,error: compile error
2025-06-06,62.8,205.6,71.72,error: compile error
2025-06-16,76.4,235.8,81.44,error: compile error
2025-06-07,61.3,225.9,73.88,error: compile error
2025-06-01,66.9,238.5,70.37,error: compile error
2025-06-02,78.3,203.1,85.77,error: compile error
2025-06-13,67.7,201.2,86.83,error: compile error
2025-06-17,72.9,232.0,86.3,error: compile error
2025-06-02,67.0,223.7,81.58,error: compile error
2025-06-08,72.1,230.1,84.53,error: compile error
2025-06-09,71.9,234.0,91.45,error: compile error
2025-06-13,74.6,227.7,87.26,error: compile error
2025-06-15,70.7,219.4,84.47,error: compile error
2025-06-13,60.4,227.6,77.26,error: compile error
2025-06-11,76.7,203.5,79.35,error: compile error
2025-06-12,67.0,238.0,81.86,error: compile error
2025-06-02,73.5,201.7,83.18,error: compile error
2025-06-09,79.8,226.3,84.5,error: compile error
2025-06-11,73.8,202.2,76.34,error: compile error
2025-06-03,65.5,238.3,89.46,error: compile error
2025-06-08,66.4,231.6,91.96,error: compile error
2025-06-01,70.5,233.4,91.07,error: compile error
2025-06-09,63.3,207.6,78.54,error: compile error
2025-06-03,65.3,225.0,70.22,error: compile error
2025-06-09,64.9,227.0,94.98,error: compile error
2025-06-10,68.2,201.6,79.28,error: compile error
2025-06-15,68.3,220.6,79.36,error: compile error
2025-06-14,63.1,213.8,71.32,error: compile error
2025-06-02,72.9,234.0,94.82,error: compile error
2025-06-08,73.6,203.0,81.73,error: compile error
2025-06-09,76.3,211.9,93.09,error: compile error
2025-06-10,74.5,203.4,88.67,error: compile error
2025-06-05,76.1,217.9,89.44,error: compile error
2025-06-13,73.7,232.0,75.46,error: compile error
2025-06-07,67.3,226.2,88.82,error: compile error
2025-06-07,70.1,236.0,89.45,error: compile error
2025-06-11,69.0,224.4,73.01,error: compile error
2025-06-12,70.2,222.9,70.35,error: compile error
2025-06-10,67.5,208.6,79.56,error: compile error
2025-06-07,64.7,225.7,71.56,error: compile error
